persona_id,question_id,average_score,standard_deviation
0,1,3.7,0.48304589153964794
0,2,4.8,0.4216370213557839
0,3,1.2,0.7888106377466155
0,4,1.8,0.4216370213557839
0,5,0.3,0.48304589153964794
0,6,3.8,0.4216370213557839
0,7,4.1,0.31622776601683794
0,8,2.8,0.4216370213557839
0,9,1.2,0.42163702135578396
0,10,1.1,0.9944289260117533
0,11,4.0,0.0
0,12,4.8,0.4216370213557839
0,13,2.5,0.5270462766947299
0,14,4.0,0.0
0,15,0.0,0.0
0,16,4.0,0.0
0,17,5.0,0.0
0,18,4.0,0.0
0,19,4.0,0.0
0,20,2.3,0.8232726023485646
0,21,5.0,0.0
0,22,4.8,0.4216370213557839
0,23,3.0,0.0
0,24,0.9,1.286683937707919
0,25,0.4,0.5163977794943222
0,26,3.1,0.31622776601683794
0,27,3.9,0.31622776601683794
0,28,3.9,0.31622776601683794
0,29,3.7,0.48304589153964794
0,30,2.4,1.2649110640673518
1,1,5.0,0.0
1,2,5.0,0.0
1,3,3.6,0.5163977794943223
1,4,2.4,0.5163977794943223
1,5,3.1,0.31622776601683794
1,6,5.0,0.0
1,7,5.0,0.0
1,8,5.0,0.0
1,9,2.5,0.5270462766947299
1,10,3.4,0.5163977794943223
1,11,5.0,0.0
1,12,5.0,0.0
1,13,4.2,0.4216370213557839
1,14,4.3,0.48304589153964794
1,15,0.0,0.0
1,16,5.0,0.0
1,17,5.0,0.0
1,18,5.0,0.0
1,19,4.0,0.0
1,20,3.0,0.0
1,21,5.0,0.0
1,22,4.5,0.5270462766947299
1,23,3.0,0.0
1,24,2.7,0.9486832980505138
1,25,2.5,0.8498365855987975
1,26,0.6,0.9660917830792958
1,27,3.1,0.31622776601683794
1,28,3.2,0.4216370213557839
1,29,2.8,0.4216370213557839
1,30,4.0,0.9428090415820634
2,1,4.1,0.31622776601683794
2,2,5.0,0.0
2,3,3.0,0.0
2,4,2.4,0.5163977794943223
2,5,2.7,0.48304589153964794
2,6,4.9,0.31622776601683794
2,7,4.0,0.0
2,8,4.0,0.0
2,9,2.1,0.31622776601683794
2,10,3.0,0.0
2,11,5.0,0.0
2,12,5.0,0.0
2,13,3.3,0.48304589153964794
2,14,4.0,0.0
2,15,0.0,0.0
2,16,5.0,0.0
2,17,5.0,0.0
2,18,4.8,0.4216370213557839
2,19,4.0,0.0
2,20,3.0,0.0
2,21,5.0,0.0
2,22,5.0,0.0
2,23,3.7,0.48304589153964794
2,24,0.8,0.4216370213557839
2,25,1.1,0.31622776601683794
2,26,3.0,0.0
2,27,3.6,0.5163977794943223
2,28,3.4,0.5163977794943223
2,29,3.3,0.48304589153964794
2,30,3.0,0.0
3,1,4.6,0.5163977794943222
3,2,5.0,0.0
3,3,2.6,0.6992058987801011
3,4,2.2,0.4216370213557839
3,5,3.0,0.0
3,6,5.0,0.0
3,7,5.0,0.0
3,8,4.0,0.0
3,9,3.0,0.0
3,10,1.5,1.35400640077266
3,11,5.0,0.0
3,12,5.0,0.0
3,13,3.0,0.0
3,14,4.0,0.0
3,15,2.1,1.4491376746189437
3,16,5.0,0.0
3,17,5.0,0.0
3,18,4.9,0.31622776601683794
3,19,4.0,0.0
3,20,1.7,0.674948557710553
3,21,5.0,0.0
3,22,4.5,0.5270462766947299
3,23,3.7,0.48304589153964794
3,24,3.0,0.0
3,25,0.1,0.31622776601683794
3,26,3.0,0.0
3,27,3.9,0.31622776601683794
3,28,3.0,0.0
3,29,2.7,1.4944341180973264
3,30,3.0,0.0
4,1,4.2,0.4216370213557839
4,2,5.0,0.0
4,3,3.0,0.0
4,4,4.0,0.0
4,5,4.0,0.0
4,6,5.0,0.0
4,7,5.0,0.0
4,8,4.9,0.31622776601683794
4,9,5.0,0.0
4,10,3.6,0.5163977794943223
4,11,5.0,0.0
4,12,4.0,0.0
4,13,4.9,0.31622776601683794
4,14,5.0,0.0
4,15,4.0,0.0
4,16,4.0,0.0
4,17,4.8,0.4216370213557839
4,18,3.8,0.4216370213557839
4,19,4.0,0.0
4,20,3.0,0.0
4,21,5.0,0.0
4,22,4.0,0.0
4,23,3.2,0.4216370213557839
4,24,3.0,0.0
4,25,2.5,0.8498365855987975
4,26,2.9,0.31622776601683794
4,27,4.0,0.0
4,28,3.0,0.0
4,29,3.0,0.0
4,30,3.0,0.0
5,1,3.0,0.0
5,2,4.0,0.0
5,3,0.0,0.0
5,4,1.5,0.7071067811865476
5,5,0.0,0.0
5,6,3.0,0.0
5,7,4.1,0.31622776601683794
5,8,2.9,0.31622776601683794
5,9,0.1,0.31622776601683794
5,10,0.0,0.0
5,11,4.0,0.0
5,12,4.8,0.4216370213557839
5,13,0.2,0.6324555320336759
5,14,4.0,0.0
5,15,0.0,0.0
5,16,4.0,0.0
5,17,4.0,0.0
5,18,3.7,0.48304589153964794
5,19,4.0,0.0
5,20,2.3,0.9486832980505138
5,21,5.0,0.0
5,22,4.0,0.0
5,23,3.0,0.0
5,24,0.0,0.0
5,25,0.0,0.0
5,26,2.8,0.6324555320336759
5,27,3.0,0.0
